rpc_id,rental_date,returning_date,trip_duration_days
101,2024-09-08,,
2514,2022-11-21,2023-01-24,64.0
4758,2020-04-03,2020-07-10,98.0
4993,2023-10-15,2024-01-14,91.0
1174,2023-10-01,2024-03-20,171.0
2091,2020-12-31,2021-03-15,74.0
4030,2024-08-23,,
610,2023-06-13,2023-11-01,141.0
1704,2022-07-29,2022-10-27,90.0
1958,2023-05-26,2023-08-02,68.0
3852,2020-01-13,2020-05-08,116.0
1083,2021-03-04,2021-05-16,73.0
2901,2020-07-05,2020-11-07,125.0
1014,2023-12-27,2024-05-15,140.0
560,2021-02-12,2021-04-26,73.0
3165,2022-07-10,2023-01-20,194.0
4803,2024-01-01,2024-06-24,175.0
2190,2023-10-22,2024-01-28,98.0
2435,2024-04-05,2024-08-23,140.0
3174,2020-01-04,2020-04-01,88.0
359,2020-12-20,2021-04-01,102.0
828,2020-09-28,2020-12-26,89.0
1792,2024-04-26,2024-09-29,156.0
4687,2022-06-05,2022-08-15,71.0
3895,2021-05-12,2021-07-24,73.0
3872,2022-08-05,2022-11-15,102.0
2046,2021-06-21,2021-10-10,111.0
2442,2023-01-08,2023-06-04,147.0
1785,2021-12-05,2022-02-22,79.0
277,2023-02-28,2023-08-02,155.0
2579,2024-04-14,2024-08-24,132.0
4702,2023-02-14,2023-05-01,76.0
1380,2024-05-26,2024-08-18,84.0
571,2021-02-03,2021-05-01,87.0
1203,2023-06-18,2023-09-17,91.0
4750,2021-10-10,2022-02-03,116.0
4416,2023-06-23,2023-10-18,117.0
1632,2024-10-07,,
2962,2021-03-29,2021-07-10,103.0
3960,2022-10-31,2023-03-05,125.0
2035,2021-07-10,2021-11-29,142.0
2076,2023-08-14,2023-11-20,98.0
708,2023-12-26,2024-06-15,172.0
1074,2020-01-01,2020-06-14,165.0
1045,2020-01-02,2020-04-11,100.0
1961,2021-04-19,2021-09-06,140.0
3272,2021-11-07,2022-01-30,84.0
2888,2023-01-03,2023-03-27,83.0
1146,2020-08-04,2020-12-20,138.0
1920,2023-03-03,2023-06-05,94.0
532,2023-10-13,2024-01-04,83.0
1779,2021-12-16,2022-04-10,115.0
4920,2024-04-25,2024-08-14,111.0
2832,2021-11-13,2022-01-15,63.0
671,2022-07-26,2022-11-11,108.0
3022,2020-07-17,2020-10-31,106.0
738,2021-09-29,2022-01-02,95.0
1969,2024-03-16,2024-05-25,70.0
1231,2024-01-31,2024-07-16,167.0
2702,2024-10-29,,
242,2020-04-14,2020-07-23,100.0
1708,2023-07-14,2023-09-25,73.0
59,2020-05-23,2020-09-01,101.0
152,2020-04-15,2020-07-10,86.0
720,2021-04-30,2021-08-01,93.0
1469,2022-05-08,2022-07-02,55.0
1125,2020-03-20,2020-08-24,157.0
4198,2024-07-11,,
4399,2021-06-22,2021-10-20,120.0
1598,2021-10-23,2022-01-06,75.0
3722,2023-05-22,2023-08-30,100.0
4617,2024-04-28,2024-08-19,113.0
3713,2024-09-14,,
2169,2022-10-02,2023-01-07,97.0
274,2023-07-15,2023-10-08,85.0
1268,2023-03-06,2023-06-19,105.0
3761,2020-03-18,2020-06-16,90.0
3690,2021-03-18,2021-08-08,143.0
1248,2020-05-06,2020-09-04,121.0
1909,2020-01-04,2020-04-27,114.0
2114,2023-04-13,2023-09-24,164.0
1043,2020-08-27,2020-12-12,107.0
4018,2020-09-17,2021-01-03,108.0
710,2020-05-26,2020-09-13,110.0
1789,2020-10-10,2021-01-20,102.0
572,2022-08-07,2023-03-02,207.0
2645,2024-09-05,2024-11-14,70.0
2776,2024-05-25,2024-08-19,86.0
817,2024-06-21,2024-08-29,69.0
3438,2021-11-02,2022-02-05,95.0
4346,2023-08-29,2023-11-30,93.0
355,2021-03-31,2021-08-04,126.0
2818,2022-01-02,2022-03-15,72.0
1957,2021-07-11,2021-10-07,88.0
2831,2023-04-03,2023-07-12,100.0
4124,2024-09-21,,
1923,2020-04-27,2020-06-21,55.0
3245,2020-05-29,2020-08-03,66.0
3677,2023-05-09,2023-06-28,50.0
677,2021-08-20,2021-11-13,85.0
849,2020-12-21,2021-02-04,45.0
3146,2022-11-16,2023-01-30,75.0
722,2021-10-15,2022-01-17,94.0
684,2024-02-26,2024-05-25,89.0
2936,2022-05-09,2022-08-29,112.0
1039,2020-07-23,2020-10-20,89.0
4908,2022-04-26,2022-08-05,101.0
748,2022-07-24,2022-10-30,98.0
4479,2023-04-30,2023-07-29,90.0
1981,2024-04-26,2024-08-24,120.0
3932,2020-09-14,2021-01-03,111.0
3242,2024-01-14,2024-05-10,117.0
3157,2020-03-28,2020-07-08,102.0
4155,2020-09-17,2020-12-02,76.0
314,2020-06-02,2020-09-17,107.0
3047,2021-05-30,2021-09-07,100.0
2840,2023-12-17,2024-03-16,90.0
190,2024-02-27,2024-06-10,104.0
1211,2021-03-29,2021-07-14,107.0
131,2021-11-13,2022-03-17,124.0
2281,2022-03-28,2022-06-28,92.0
4382,2020-06-21,2020-12-18,180.0
4681,2022-09-02,2022-11-22,81.0
3100,2023-03-11,2023-06-13,94.0
380,2021-06-03,2021-08-06,64.0
4579,2023-10-20,2024-02-18,121.0
821,2021-10-29,2022-02-13,107.0
3298,2024-06-15,2024-10-09,116.0
2499,2021-02-19,2021-06-11,112.0
1654,2024-02-19,2024-05-05,76.0
3054,2023-08-03,2024-01-22,172.0
1363,2023-05-15,2023-07-17,63.0
1508,2024-06-15,2024-08-25,71.0
2995,2020-11-26,2021-02-21,87.0
156,2022-08-26,2023-02-18,176.0
4769,2021-09-07,2022-01-06,121.0
3355,2020-09-02,2020-12-05,94.0
1910,2021-06-23,2021-09-13,82.0
781,2022-04-16,2022-07-31,106.0
3114,2023-08-07,2023-12-21,136.0
4480,2020-08-22,2020-12-07,107.0
618,2023-11-05,2024-01-29,85.0
2380,2022-04-08,2022-07-07,90.0
665,2024-10-09,,
651,2022-12-26,2023-03-25,89.0
2216,2020-01-20,2020-03-24,64.0
1594,2023-10-28,2024-02-28,123.0
102,2021-06-11,2021-12-25,197.0
4425,2021-04-08,2021-12-08,244.0
4452,2024-04-22,2024-09-02,133.0
629,2021-02-07,2021-05-19,101.0
3358,2021-12-17,2022-03-04,77.0
3972,2022-12-16,2023-04-05,110.0
4817,2021-05-17,2021-08-02,77.0
1414,2022-05-21,2022-09-24,126.0
4836,2023-04-05,2023-09-03,151.0
1645,2024-08-11,2024-11-12,93.0
4839,2022-02-02,2022-06-02,120.0
690,2020-01-05,2020-03-24,79.0
2566,2023-06-13,2023-10-29,138.0
48,2022-09-28,2023-01-14,108.0
1381,2021-11-17,2022-02-19,94.0
2147,2024-03-19,2024-06-05,78.0
1019,2024-10-19,,
1067,2024-04-21,2024-07-03,73.0
4578,2020-01-17,2020-04-21,95.0
2728,2020-12-24,2021-05-04,131.0
2189,2024-02-06,2024-05-23,107.0
3011,2021-09-11,2021-11-19,69.0
2768,2023-03-31,2023-07-26,117.0
923,2024-06-25,2024-09-26,93.0
76,2020-12-15,2021-02-08,55.0
2520,2021-10-16,2022-01-02,78.0
257,2021-08-30,2021-12-16,108.0
4726,2024-08-13,2024-11-15,94.0
808,2024-03-07,2024-06-26,111.0
1498,2024-06-13,2024-10-30,139.0
1210,2022-02-05,,
416,2022-03-03,2022-05-22,80.0
1709,2023-03-20,2023-06-10,82.0
590,2023-04-26,2023-07-12,77.0
1540,2024-11-03,,
3787,2024-09-28,,
4553,2020-11-08,2021-02-18,102.0
1208,2024-04-05,2024-06-12,68.0
1688,2022-11-09,2023-01-08,60.0
2734,2021-12-25,2022-04-11,107.0
2645,2023-07-30,2024-01-17,171.0
591,2022-08-23,2022-10-31,69.0
1626,2023-02-25,2023-05-28,92.0
1663,2020-07-28,2020-11-05,100.0
421,2021-10-11,2022-01-26,107.0
835,2024-06-24,2024-09-09,77.0
3282,2020-09-01,2020-12-18,108.0
655,2021-08-04,2021-10-10,67.0
3861,2024-03-17,2024-05-07,51.0
877,2021-10-16,2022-03-27,162.0
4178,2023-09-10,2023-12-13,94.0
2847,2024-08-27,,
3328,2022-10-26,2023-01-19,85.0
4981,2020-09-03,2021-02-14,164.0
1320,2021-11-22,2022-02-05,75.0
2737,2020-07-31,2020-12-06,128.0
4916,2024-04-02,2024-08-16,136.0
2566,2022-02-28,2022-06-11,103.0
989,2023-08-15,2023-12-11,118.0
4814,2023-03-19,2023-07-05,108.0
4335,2021-01-16,2021-03-08,51.0
2773,2022-09-28,2023-01-10,104.0
2951,2024-01-30,2024-06-02,124.0
2837,2024-09-12,,
2472,2022-04-28,2022-07-22,85.0
3722,2024-09-07,,
1501,2024-09-02,,
2782,2022-01-15,2022-05-07,112.0
153,2021-03-17,2021-07-04,109.0
1820,2022-12-28,2023-02-18,52.0
3999,2022-08-15,2022-11-10,87.0
4017,2024-01-10,2024-04-21,102.0
1198,2024-01-08,2024-04-22,105.0
2786,2024-08-20,2024-10-30,71.0
241,2021-12-22,2022-05-26,155.0
1310,2024-02-23,2024-06-22,120.0
3710,2023-06-04,2023-09-24,112.0
4212,2023-07-31,2023-11-04,96.0
2386,2021-03-01,2021-07-16,137.0
1347,2024-11-01,,
345,2020-07-29,2020-09-29,62.0
4297,2020-01-04,,
2527,2021-10-10,2021-12-17,68.0
681,2023-10-05,2024-02-04,122.0
4294,2024-03-19,2024-07-18,121.0
115,2020-08-23,2021-03-05,194.0
898,2023-11-18,2024-02-21,95.0
2447,2022-02-16,2022-06-11,115.0
3018,2021-09-24,2021-12-23,90.0
2359,2022-12-03,2023-05-19,167.0
720,2023-07-08,2023-11-16,131.0
3408,2024-07-15,,
4985,2023-12-27,2024-04-28,123.0
3470,2021-11-04,2021-12-31,57.0
2862,2023-08-21,2024-01-12,144.0
1027,2023-08-25,2023-11-23,90.0
3311,2024-06-15,2024-10-25,132.0
3815,2023-07-15,2023-09-27,74.0
809,2021-03-23,2021-06-24,93.0
509,2024-08-26,2024-11-02,68.0
3683,2022-03-24,2022-06-13,81.0
4354,2022-04-23,2022-07-24,92.0
4248,2020-11-02,2021-02-03,93.0
1471,2024-10-29,,
131,2024-02-04,2024-06-21,138.0
4726,2020-03-25,2020-06-21,88.0
3354,2021-01-21,2021-04-27,96.0
2997,2023-12-05,2024-04-09,126.0
2798,2022-01-17,2022-05-08,111.0
4997,2021-12-20,2022-05-09,140.0
3145,2022-03-17,2022-07-04,109.0
3874,2020-11-09,2021-05-20,192.0
4047,2024-04-08,2024-09-03,148.0
2044,2020-01-16,2020-03-20,64.0
3551,2021-04-16,2021-07-17,92.0
3321,2021-09-27,2022-01-23,118.0
586,2020-01-14,2020-04-19,96.0
4249,2023-02-14,2023-05-16,91.0
4170,2020-01-16,2020-05-18,123.0
3282,2021-06-25,2021-10-31,128.0
2305,2024-10-28,,
4419,2022-05-04,2022-09-04,123.0
455,2024-08-18,,
2309,2022-04-18,2022-07-13,86.0
2434,2023-07-20,2023-12-02,135.0
3510,2024-08-09,2024-11-07,90.0
3811,2023-01-09,2023-04-15,96.0
1680,2021-03-07,2021-05-30,84.0
1589,2022-05-18,2022-07-28,71.0
2051,2022-02-24,2022-06-03,99.0
1324,2023-09-07,2023-12-02,86.0
4347,2020-01-20,2020-06-13,145.0
957,2020-01-10,2020-05-16,127.0
3748,2024-09-01,2024-11-16,76.0
1447,2020-01-06,2020-04-04,89.0
68,2023-06-02,2023-08-04,63.0
4758,2023-03-21,2023-07-06,107.0
1684,2024-05-01,2024-06-19,49.0
47,2021-08-10,2021-12-01,113.0
728,2022-12-21,2023-02-25,66.0
2386,2020-01-05,2020-03-23,78.0
1018,2021-03-12,2021-06-28,108.0
936,2022-01-26,2022-06-01,126.0
2975,2021-07-19,2021-12-10,144.0
3729,2020-07-09,2020-09-25,78.0
2087,2023-07-26,2023-10-04,70.0
2992,2020-11-16,2021-02-05,81.0
1695,2020-09-04,2021-01-06,124.0
2125,2024-10-31,,
4834,2020-09-07,2021-01-20,135.0
2371,2023-05-21,2023-07-15,55.0
282,2024-06-02,2024-09-28,118.0
4239,2024-04-06,2024-06-14,69.0
2996,2020-10-07,2021-01-19,104.0
4291,2020-01-17,2020-06-30,165.0
3234,2024-03-26,2024-06-23,89.0
286,2021-03-11,2021-06-19,100.0
3709,2021-08-28,2021-12-29,123.0
832,2021-04-01,2021-06-21,81.0
1968,2020-08-23,2021-01-12,142.0
2966,2021-02-04,2021-05-30,115.0
2140,2024-07-22,2024-11-08,109.0
4003,2022-05-02,2022-08-20,110.0
2708,2023-12-02,2024-01-29,58.0
2190,2023-02-15,2023-06-14,119.0
4060,2024-07-06,2024-10-14,100.0
1322,2022-02-12,2022-04-15,62.0
3465,2022-11-08,2023-03-03,115.0
533,2020-01-02,2020-04-11,100.0
2527,2021-02-08,2021-05-08,89.0
2618,2022-10-07,2022-12-21,75.0
4218,2021-09-19,2022-03-29,191.0
1024,2024-07-31,,
1092,2024-08-30,,
4981,2022-08-22,2022-10-22,61.0
1893,2022-12-04,2023-03-15,101.0
4972,2022-05-28,2022-11-05,161.0
2814,2021-12-12,2022-03-03,81.0
2474,2021-06-29,2021-10-25,118.0
3059,2020-07-03,2020-10-14,103.0
1678,2023-08-15,2023-11-25,102.0
4593,2020-08-13,2020-11-21,100.0
2754,2022-11-29,2023-03-13,104.0
1724,2024-02-27,2024-05-12,75.0
3926,2020-08-03,2020-10-18,76.0
3570,2020-01-02,2020-05-27,146.0
107,2020-01-03,2020-02-19,47.0
976,2020-04-27,2020-07-29,93.0
248,2020-11-06,2021-03-07,121.0
3200,2020-01-10,2020-06-22,164.0
2894,2021-06-30,2022-01-02,186.0
2356,2024-06-15,2024-08-29,75.0
4225,2023-07-16,2023-10-18,94.0
1480,2022-10-29,2023-01-15,78.0
3503,2022-01-20,2022-05-29,129.0
1131,2020-10-27,2020-12-24,58.0
29,2020-09-26,2020-12-15,80.0
13,2024-02-28,2024-07-11,134.0
4679,2020-05-29,2020-09-12,106.0
3941,2024-05-11,2024-09-14,126.0
2890,2023-09-13,2024-01-10,119.0
2053,2023-10-04,2023-12-21,78.0
3341,2020-09-24,2021-02-13,142.0
2631,2020-04-10,2020-06-25,76.0
895,2020-07-21,2020-10-21,92.0
1304,2022-08-12,2022-10-16,65.0
1247,2021-12-04,2022-03-06,92.0
2681,2022-11-18,2023-02-10,84.0
242,2022-08-17,2022-11-10,85.0
3932,2022-04-25,2022-08-13,110.0
1938,2020-11-15,2021-03-17,122.0
4357,2024-09-09,,
2064,2021-07-07,2021-11-11,127.0
1795,2024-11-11,,
4409,2022-06-18,2022-09-21,95.0
3436,2023-10-01,2024-01-10,101.0
4492,2020-09-14,2020-11-08,55.0
2635,2021-08-10,2021-12-31,143.0
1741,2023-06-01,2023-09-21,112.0
2954,2023-12-12,2024-05-09,149.0
2928,2023-01-22,2023-04-09,77.0
1810,2020-12-26,2021-04-10,105.0
3309,2022-08-25,2022-11-12,79.0
2748,2020-01-02,2020-03-21,79.0
1,2020-01-07,2020-05-03,117.0
1334,2022-05-03,2022-07-30,88.0
4637,2023-01-30,2023-05-05,95.0
95,2022-11-21,2023-02-25,96.0
3515,2020-09-06,2021-01-07,123.0
3771,2022-05-14,2022-07-23,70.0
3233,2023-07-18,2023-10-31,105.0
3989,2022-10-24,,
3996,2023-12-25,2024-03-26,92.0
1771,2021-05-08,2021-08-02,86.0
4318,2020-04-22,2020-08-29,129.0
867,2021-08-20,2021-11-26,98.0
747,2023-07-27,2023-10-10,75.0
4147,2022-01-25,2022-05-13,108.0
1627,2022-07-21,2022-10-19,90.0
2996,2023-01-23,2023-05-13,110.0
4057,2024-10-14,,
636,2021-03-15,2021-05-10,56.0
548,2022-02-16,2022-07-07,141.0
2046,2021-10-26,2022-01-17,83.0
4646,2023-10-09,2024-01-07,90.0
2099,2024-08-12,2024-11-12,92.0
3165,2023-10-02,2024-03-06,156.0
3145,2022-07-20,2022-11-24,127.0
2279,2022-04-08,2022-06-28,81.0
652,2023-07-17,2023-10-20,95.0
4748,2021-11-25,2022-01-18,54.0
4560,2023-05-10,2023-07-11,62.0
1177,2020-07-10,2020-11-01,114.0
1024,2020-04-25,2020-07-21,87.0
4226,2023-05-04,2023-09-01,120.0
3765,2020-04-08,2020-08-28,142.0
2415,2024-04-17,2024-07-16,90.0
4567,2021-11-10,2022-02-27,109.0
3485,2022-04-03,2022-07-15,103.0
2064,2023-04-23,2023-08-20,119.0
1587,2023-08-04,2023-09-29,56.0
4703,2022-07-26,2022-10-11,77.0
4727,2024-08-06,,
86,2022-06-22,2022-09-10,80.0
1133,2023-12-11,2024-04-16,127.0
489,2024-06-25,2024-09-21,88.0
804,2021-09-13,2022-01-17,126.0
2924,2020-08-24,2020-12-02,100.0
3488,2024-01-21,2024-04-06,76.0
574,2023-07-03,2023-09-24,83.0
3919,2020-11-16,2021-02-09,85.0
3429,2022-09-06,2022-12-03,88.0
826,2020-09-03,2021-01-06,125.0
4923,2020-04-16,2020-07-08,83.0
922,2021-10-09,2022-03-01,143.0
121,2022-02-11,2022-05-17,95.0
3503,2020-04-02,2020-06-26,85.0
728,2020-08-28,2021-02-18,174.0
3263,2023-07-27,2023-12-17,143.0
1802,2023-06-23,2023-10-05,104.0
3846,2023-11-09,2024-02-21,104.0
1983,2023-06-10,2023-10-05,117.0
1408,2024-03-10,2024-06-18,100.0
679,2021-05-20,2021-09-19,122.0
3839,2022-12-03,2023-03-28,115.0
1678,2022-07-24,2022-11-07,106.0
4149,2023-07-10,2023-11-20,133.0
1020,2021-02-02,2021-06-25,143.0
668,2020-01-11,2020-06-07,148.0
1231,2020-07-16,2020-11-11,118.0
661,2022-05-10,2022-07-25,76.0
1898,2020-09-02,2021-01-09,129.0
3001,2023-08-18,2023-12-19,123.0
3441,2021-12-31,2022-04-09,99.0
1062,2021-11-15,2022-03-03,108.0
2640,2020-01-13,2020-05-22,130.0
2332,2020-12-03,2021-02-12,71.0
907,2020-08-04,2020-11-03,91.0
1602,2021-01-15,2021-06-09,145.0
4200,2020-08-02,2020-11-21,111.0
3970,2023-09-09,2023-12-29,111.0
1632,2024-01-15,2024-06-02,139.0
2060,2024-02-08,2024-05-11,93.0
943,2022-04-12,2022-08-09,119.0
473,2020-08-15,2020-11-14,91.0
1089,2020-06-22,2020-09-07,77.0
750,2023-02-04,2023-05-07,92.0
3674,2021-02-21,2021-06-11,110.0
528,2023-01-05,2023-05-10,125.0
1353,2023-06-15,2023-11-17,155.0
4962,2021-11-25,2022-03-11,106.0
3268,2024-10-09,,
1395,2021-05-09,2021-08-28,111.0
1123,2023-07-10,2023-10-12,94.0
1114,2023-03-18,2023-07-20,124.0
4273,2024-09-28,,
4441,2024-04-23,2024-08-03,102.0
1602,2020-01-02,2020-03-29,87.0
439,2021-02-21,2021-05-28,96.0
804,2022-01-29,2022-05-31,122.0
3,2024-10-18,,
993,2020-10-28,2020-12-24,57.0
1472,2020-10-06,2021-01-12,98.0
3686,2021-04-26,2021-09-22,149.0
2521,2024-01-07,2024-04-13,97.0
3693,2021-02-15,2021-07-15,150.0
2195,2020-08-21,2020-11-30,101.0
4875,2020-08-22,2020-12-09,109.0
180,2021-03-13,2021-06-15,94.0
634,2021-07-27,2021-12-28,154.0
2471,2020-05-20,2020-09-10,113.0
2329,2023-07-10,2023-12-07,150.0
3509,2020-04-14,2020-07-08,85.0
4146,2021-10-13,2022-02-06,116.0
1839,2022-05-29,2022-09-22,116.0
1109,2023-02-13,,
3389,2023-09-08,2024-01-22,136.0
2983,2020-09-12,2021-01-26,136.0
3476,2021-06-12,2021-08-31,80.0
2020,2024-02-05,2024-05-05,90.0
3125,2024-08-04,,
2394,2020-04-15,2020-06-30,76.0
2549,2020-06-28,2020-09-22,86.0
3095,2022-10-17,2023-04-28,193.0
3376,2022-06-02,2022-08-18,77.0
3746,2021-06-24,2021-09-28,96.0
4088,2020-04-08,2020-07-29,112.0
1404,2020-12-06,2021-02-16,72.0
3945,2020-12-01,2021-03-26,115.0
4732,2021-05-29,2021-08-16,79.0
2882,2021-02-19,2021-04-25,65.0
2689,2021-12-30,2022-03-22,82.0
3466,2024-05-09,2024-08-11,94.0
893,2023-03-28,2023-06-30,94.0
2242,2023-07-04,2023-10-18,106.0
2171,2023-06-03,2023-10-02,121.0
4256,2020-06-06,2020-10-22,138.0
891,2024-05-18,2024-08-29,103.0
2682,2021-03-16,2021-09-23,191.0
461,2022-12-12,2023-03-18,96.0
1250,2020-11-21,2021-03-29,128.0
408,2021-01-04,2021-04-07,93.0
3591,2024-10-11,,
3675,2023-05-17,2023-07-18,62.0
2806,2020-05-31,2020-10-18,140.0
250,2020-01-05,2020-05-13,129.0
663,2021-02-11,2021-05-25,103.0
4766,2023-07-23,2023-10-12,81.0
1503,2023-01-29,2023-04-29,90.0
2845,2023-01-24,2023-03-29,64.0
167,2021-12-14,2022-02-16,64.0
95,2020-06-02,2020-08-17,76.0
3851,2020-08-20,2020-10-23,64.0
2317,2020-09-19,2020-12-08,80.0
515,2021-04-09,2021-07-15,97.0
4452,2022-02-09,2022-04-29,79.0
443,2022-02-20,2022-10-02,224.0
3841,2022-02-03,2022-07-04,151.0
2943,2023-08-14,2023-10-28,75.0
3731,2021-05-04,2021-08-29,117.0
3001,2020-01-05,2020-03-27,82.0
1591,2023-12-25,2024-04-16,113.0
981,2020-04-12,2020-08-25,135.0
3761,2021-03-13,2021-08-09,149.0
2278,2024-06-09,2024-09-02,85.0
3350,2021-07-22,2021-11-12,113.0
1518,2022-06-14,2022-08-26,73.0
4844,2022-04-03,2022-07-16,104.0
3895,2020-01-16,2020-05-05,110.0
400,2023-11-04,2024-02-15,103.0
3038,2021-06-30,2021-11-11,134.0
1682,2022-09-21,2022-12-15,85.0
580,2024-03-05,2024-07-09,126.0
4342,2023-03-30,2023-07-25,117.0
560,2024-10-02,,
631,2021-09-23,2021-12-04,72.0
2545,2023-02-03,2023-04-16,72.0
1716,2020-09-19,2021-02-19,153.0
2543,2024-10-25,,
3178,2023-03-09,2023-09-22,197.0
1394,2022-02-10,2022-03-28,46.0
1377,2020-09-27,2021-01-27,122.0
1550,2022-10-09,2022-12-27,79.0
4947,2020-04-09,2020-06-17,69.0
2227,2022-03-30,2022-08-25,148.0
444,2021-06-04,2021-10-05,123.0
3275,2021-08-20,2021-10-28,69.0
4614,2020-10-02,2020-12-11,70.0
2284,2021-06-11,2021-08-06,56.0
2511,2021-07-12,2021-11-10,121.0
3002,2023-05-03,2023-07-16,74.0
3227,2020-10-29,2020-12-30,62.0
3646,2023-10-25,2023-12-20,56.0
3836,2023-06-25,2023-09-07,74.0
3277,2020-09-22,2020-12-18,87.0
2730,2021-12-28,2022-06-04,158.0
1130,2021-04-21,2021-10-10,172.0
3048,2022-10-03,2023-01-08,97.0
2188,2022-10-16,2023-01-08,84.0
3078,2021-09-03,2022-03-18,196.0
4199,2023-10-14,2023-12-01,48.0
1101,2024-08-19,,
1522,2024-04-17,2024-08-11,116.0
4602,2021-01-31,2021-05-23,112.0
3282,2021-03-31,2021-06-24,85.0
3082,2020-11-16,2021-04-03,138.0
1529,2020-12-13,2021-04-25,133.0
466,2024-07-07,,
93,2024-05-25,,
2977,2020-06-17,2020-08-16,60.0
892,2023-04-07,2023-09-28,174.0
4120,2020-09-25,2020-12-24,90.0
1232,2020-08-20,2020-11-09,81.0
2085,2022-10-06,2023-01-16,102.0
3813,2020-05-21,2020-08-29,100.0
2900,2024-05-15,2024-07-10,56.0
4236,2022-06-21,2022-09-13,84.0
35,2022-08-11,2022-12-03,114.0
2874,2023-12-20,2024-05-13,145.0
3469,2020-01-07,2020-07-11,186.0
3564,2021-01-19,2021-04-05,76.0
220,2021-02-23,2021-05-23,89.0
3573,2020-10-06,2020-12-12,67.0
4614,2021-09-02,2021-11-19,78.0
1134,2023-03-25,2023-06-04,71.0
3487,2022-06-09,2022-09-27,110.0
3383,2024-06-11,2024-09-05,86.0
1818,2020-09-14,2021-01-02,110.0
2447,2022-06-28,2022-10-19,113.0
1786,2020-10-10,2021-01-09,91.0
3085,2023-08-31,2023-12-26,117.0
2458,2022-11-20,2023-03-14,114.0
2697,2021-08-01,2021-10-04,64.0
3242,2020-01-02,2020-03-15,73.0
754,2021-10-20,2022-01-28,100.0
3697,2021-10-27,2022-01-20,85.0
2755,2024-02-18,2024-05-31,103.0
2631,2024-05-26,2024-09-09,106.0
2537,2020-10-11,2021-01-25,106.0
4637,2023-05-09,2023-10-22,166.0
1647,2022-04-19,2022-07-04,76.0
2346,2023-08-29,2023-11-27,90.0
2691,2021-12-13,2022-03-17,94.0
4671,2021-04-19,2021-06-12,54.0
3431,2024-04-09,2024-06-19,71.0
3374,2024-05-04,2024-11-05,185.0
3673,2021-10-27,2022-02-25,121.0
896,2020-09-29,2020-12-11,73.0
4165,2020-01-18,2020-03-07,49.0
3891,2020-09-02,2020-11-07,66.0
2391,2020-03-27,2020-05-26,60.0
2253,2024-09-13,,
210,2023-04-20,2023-07-30,101.0
1949,2022-10-12,2023-01-18,98.0
1777,2020-12-06,2021-04-08,123.0
721,2022-12-03,2023-02-23,82.0
2979,2020-09-18,2020-12-18,91.0
2331,2021-11-10,2022-02-24,106.0
2153,2022-10-26,2023-01-07,73.0
273,2024-08-12,2024-11-10,90.0
4072,2024-02-26,2024-05-04,68.0
329,2021-12-06,2022-04-01,116.0
2741,2022-08-24,2022-11-03,71.0
4015,2024-01-18,2024-04-18,91.0
3354,2023-07-15,2023-09-30,77.0
1655,2020-01-17,2020-03-22,65.0
1621,2021-04-21,2021-07-07,77.0
3383,2024-09-06,,
1957,2024-08-28,,
542,2021-09-25,2021-12-14,80.0
4616,2021-08-16,2021-11-12,88.0
1690,2022-01-02,2022-06-14,163.0
4633,2022-04-13,2022-08-05,114.0
1160,2022-08-06,2023-01-02,149.0
3229,2021-06-29,2021-09-02,65.0
2354,2020-08-31,,
697,2022-03-10,2022-06-16,98.0
4999,2022-02-11,2022-04-12,60.0
89,2024-04-06,2024-06-01,56.0
842,2020-08-26,2020-12-17,113.0
1083,2024-10-28,,
1806,2022-11-29,2023-01-30,62.0
3165,2022-02-23,2022-06-21,118.0
1959,2022-06-04,2022-10-06,124.0
253,2020-04-25,2020-08-04,101.0
3908,2021-10-27,2022-02-10,106.0
4695,2024-04-09,2024-07-15,97.0
1432,2020-05-02,2020-08-19,109.0
3285,2020-04-16,2020-07-10,85.0
2901,2023-02-21,2023-06-13,112.0
4476,2022-07-13,2022-10-25,104.0
3168,2024-01-24,2024-06-11,139.0
3232,2020-01-20,2020-03-26,66.0
1076,2023-07-03,2023-10-13,102.0
1820,2023-06-23,2023-10-23,122.0
822,2022-09-26,2023-02-03,130.0
2521,2022-03-03,2022-07-12,131.0
904,2021-07-19,2021-09-02,45.0
4912,2024-03-11,2024-05-28,78.0
2759,2023-02-03,2023-05-26,112.0
2537,2024-01-16,2024-03-10,54.0
3874,2021-06-05,2021-09-12,99.0
4857,2022-03-17,2022-07-16,121.0
4250,2021-05-06,2021-07-27,82.0
2908,2021-05-26,2021-09-03,100.0
3610,2020-08-16,2020-10-01,46.0
3720,2023-06-21,2023-10-24,125.0
529,2024-06-03,2024-08-21,79.0
1687,2022-07-18,2022-10-13,87.0
4226,2021-07-25,2021-11-01,99.0
2610,2023-02-03,2023-06-18,135.0
4121,2021-05-15,2021-07-15,61.0
312,2020-01-09,2020-04-17,99.0
765,2020-09-20,2021-01-15,117.0
4640,2022-03-25,2022-08-05,133.0
4241,2021-03-12,2021-06-29,109.0
2214,2023-02-04,2023-06-22,138.0
3895,2021-07-30,2021-10-20,82.0
113,2021-10-19,2021-12-30,72.0
4606,2020-09-22,2020-11-22,61.0
1560,2023-03-29,2023-08-19,143.0
3279,2022-01-29,2022-04-02,63.0
2166,2024-10-21,,
2392,2022-05-04,2022-07-15,72.0
108,2024-02-01,2024-05-11,100.0
